Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
West Gear,1185732,7/16/2021,Midwest,Montana,Billings,Men's Apparel,48,60,2880,2044.8,0.71,Online
West Gear,1185732,7/16/2021,Midwest,Montana,Billings,Women's Apparel,42,112,4704,1834.56,0.39,Online
West Gear,1185732,7/16/2021,Midwest,Montana,Billings,Men's Street Footwear,44,161,7084,4179.56,0.59,Online
West Gear,1185732,7/16/2021,Midwest,Montana,Billings,Men's Athletic Footwear,43,101,4343,1954.35,0.45,Online
West Gear,1185732,7/16/2021,Midwest,Montana,Billings,Women's Street Footwear,44,120,5280,3168,0.6,Online
West Gear,1185732,7/16/2021,Midwest,Montana,Billings,Women's Athletic Footwear,36,78,2808,1404,0.5,Online
West Gear,1185732,8/17/2021,Midwest,Montana,Billings,Men's Apparel,44,56,2464,1823.36,0.74,Online
West Gear,1185732,8/17/2021,Midwest,Montana,Billings,Women's Apparel,55,101,5555,2166.45,0.39,Online
West Gear,1185732,12/16/2021,Midwest,Montana,Billings,Men's Street Footwear,39,150,5850,3334.5,0.57,Online
Foot Locker,1185732,12/16/2021,Midwest,Montana,Billings,Men's Athletic Footwear,41,106,4346,1912.24,0.44,Online
Foot Locker,1185732,12/16/2021,Midwest,Montana,Billings,Women's Street Footwear,44,111,4884,2686.2,0.55,Online
Foot Locker,1185732,12/16/2021,Midwest,Montana,Billings,Women's Street Footwear,27,130,3510,1579.5,0.45,Online
Foot Locker,1185732,1/24/2021,Midwest,Montana,Billings,Women's Athletic Footwear,32,135,4320,2462.4,0.57,Online
Foot Locker,1185732,1/24/2021,South,Tennessee,Knoxville,Men's Apparel,28,84,2352,1058.4,0.45,Online
West Gear,1185732,2/22/2021,South,Tennessee,Knoxville,Women's Apparel,24,161,3864,2627.52,0.68,Online
Foot Locker,1185732,7/20/2021,South,Tennessee,Knoxville,Men's Street Footwear,14,189,2646,1323,0.5,Online
Sports Direct,1185732,7/20/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,23,218,5014,2507,0.5,Online
Sports Direct,1185732,7/20/2021,South,Tennessee,Knoxville,Women's Street Footwear,19,180,3420,1846.8,0.54,Online
Sports Direct,1185732,7/20/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,27,142,3834,2300.4,0.6,Online
Sports Direct,1185732,7/20/2021,South,Tennessee,Knoxville,Men's Apparel,41,106,4346,2129.54,0.49,Online
Sports Direct,1185732,7/20/2021,South,Tennessee,Knoxville,Women's Apparel,38,202,7676,5142.92,0.67,Online
Sports Direct,1185732,8/21/2021,South,Tennessee,Knoxville,Men's Street Footwear,36,217,7812,3984.12,0.51,Online
Sports Direct,1185732,8/21/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,42,202,8484,4326.84,0.51,Online
Sports Direct,1185732,8/21/2021,South,Tennessee,Knoxville,Women's Street Footwear,36,169,6084,3102.84,0.51,Online
Sports Direct,1185732,8/21/2021,South,Tennessee,Knoxville,Women's Street Footwear,36,147,5292,3069.36,0.58,Online
Sports Direct,1185732,8/21/2021,South,Tennessee,Knoxville,Women's Street Footwear,24,65,1560,748.8,0.48,Online
Sports Direct,1185732,8/21/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,27,19,513,271.89,0.53,Online
Sports Direct,1185732,9/20/2021,Midwest,Nebraska,Omaha,Men's Apparel,43,35,1505,677.25,0.45,Online
Sports Direct,1185732,9/20/2021,Midwest,Nebraska,Omaha,Women's Apparel,32,68,2176,1327.36,0.61,Online
Sports Direct,1185732,9/20/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,32,119,3808,2056.32,0.54,Online
Sports Direct,1185732,9/20/2021,Midwest,Nebraska,Omaha,Women's Apparel,34,39,1326,822.12,0.62,Online
Sports Direct,1185732,9/20/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,44,118,5192,2803.68,0.54,Online
Sports Direct,1185732,9/20/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,38,33,1254,627,0.5,Online
Sports Direct,1185732,10/22/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,32,30,960,460.8,0.48,Online
Sports Direct,1185732,10/22/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,34,7,238,126.14,0.53,Online
Sports Direct,1185732,10/22/2021,Midwest,Nebraska,Omaha,Men's Apparel,46,13,598,275.08,0.46,Online
Foot Locker,1185732,10/22/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,28,138,3864,2125.2,0.55,Online
Foot Locker,1185732,10/22/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,33,138,4554,2914.56,0.64,Online
Foot Locker,1185732,10/22/2021,Northeast,Maine,Portland,Women's Street Footwear,27,44,1188,641.52,0.54,Online
Foot Locker,1185732,11/21/2021,Northeast,Maine,Portland,Women's Athletic Footwear,33,21,693,277.2,0.4,Online
Foot Locker,1185732,11/21/2021,Northeast,Maine,Portland,Men's Apparel,47,20,940,357.2,0.38,Online
Foot Locker,1185732,11/21/2021,Northeast,Maine,Portland,Women's Apparel,39,63,2457,1253.07,0.51,Online
Foot Locker,1185732,11/21/2021,Northeast,Maine,Portland,Men's Street Footwear,52,144,7488,3369.6,0.45,Online
Foot Locker,1185732,11/21/2021,Northeast,Maine,Portland,Men's Street Footwear,53,122,6466,3103.68,0.48,Online
Foot Locker,1185732,11/21/2021,Northeast,Maine,Portland,Men's Athletic Footwear,46,70,3220,1513.4,0.47,Online
Foot Locker,1185732,12/20/2021,Northeast,Maine,Portland,Women's Street Footwear,41,38,1558,856.9,0.55,Online
Foot Locker,1185732,12/20/2021,Northeast,Maine,Portland,Women's Athletic Footwear,42,36,1512,680.4,0.45,Online
Foot Locker,1185732,12/20/2021,Northeast,Maine,Portland,Men's Apparel,52,36,1872,692.64,0.37,Online
Foot Locker,1185732,12/20/2021,Northeast,Maine,Portland,Women's Apparel,57,59,3363,1748.76,0.52,Online
Foot Locker,1185732,12/20/2021,Northeast,Maine,Portland,Men's Street Footwear,55,120,6600,3300,0.5,Online
Foot Locker,1185732,12/20/2021,Northeast,Maine,Portland,Men's Athletic Footwear,54,59,3186,1561.14,0.49,Online
Foot Locker,1185732,1/17/2021,Northeast,Maine,Portland,Women's Street Footwear,52,31,1612,886.6,0.55,Online
Foot Locker,1185732,1/17/2021,Northeast,Maine,Portland,Women's Athletic Footwear,50,26,1300,520,0.4,Online
Foot Locker,1185732,1/17/2021,Northeast,Maine,Portland,Men's Apparel,61,27,1647,625.86,0.38,Online
Foot Locker,1185732,1/17/2021,Northeast,Maine,Portland,Women's Apparel,68,56,3808,2018.24,0.53,Online
Foot Locker,1185732,1/17/2021,Northeast,Maine,Portland,Men's Street Footwear,62,98,6076,2977.24,0.49,Online
Foot Locker,1185732,1/17/2021,Northeast,Maine,Portland,Men's Athletic Footwear,52,52,2704,1352,0.5,Online
Foot Locker,1185732,2/15/2021,Northeast,Maine,Portland,Women's Street Footwear,52,55,2860,1487.2,0.52,Online
Foot Locker,1185732,2/15/2021,Northeast,Maine,Portland,Women's Athletic Footwear,54,46,2484,1068.12,0.43,Online
Foot Locker,1185732,2/15/2021,Northeast,Maine,Portland,Men's Apparel,60,41,2460,885.6,0.36,Online
Foot Locker,1185732,2/15/2021,Northeast,Maine,Portland,Women's Apparel,67,63,4221,2279.34,0.54,Online
Foot Locker,1185732,2/15/2021,West,Alaska,Anchorage,Women's Apparel,52,84,4368,1790.88,0.41,Online
Foot Locker,1185732,2/15/2021,West,Alaska,Anchorage,Men's Street Footwear,51,173,8823,4146.81,0.47,Online
Foot Locker,1185732,3/13/2021,West,Alaska,Anchorage,Men's Athletic Footwear,53,65,3445,1653.6,0.48,Online
Foot Locker,1185732,3/13/2021,West,Alaska,Anchorage,Women's Street Footwear,43,77,3311,1225.07,0.37,Online
Foot Locker,1185732,3/13/2021,West,Alaska,Anchorage,Women's Athletic Footwear,49,46,2254,879.06,0.39,Online
Foot Locker,1185732,3/13/2021,West,Alaska,Anchorage,Men's Apparel,60,75,4500,1710,0.38,Online
Foot Locker,1185732,3/13/2021,West,Alaska,Anchorage,Women's Apparel,52,102,5304,2333.76,0.44,Online
Foot Locker,1185732,3/13/2021,West,Alaska,Anchorage,Men's Athletic Footwear,55,112,6160,3080,0.5,Online
Foot Locker,1185732,4/14/2021,West,Alaska,Anchorage,Women's Street Footwear,53,81,4293,1545.48,0.36,Online
Foot Locker,1185732,4/14/2021,West,Alaska,Anchorage,Women's Athletic Footwear,53,90,4770,1717.2,0.36,Online
Foot Locker,1185732,4/14/2021,West,Alaska,Anchorage,Men's Street Footwear,33,109,3597,1366.86,0.38,Online
Foot Locker,1185732,4/14/2021,West,Alaska,Anchorage,Men's Athletic Footwear,43,109,4687,1546.71,0.33,Online
Kohl's,1185732,2/8/2021,West,Alaska,Anchorage,Women's Street Footwear,41,113,4633,1667.88,0.36,Online
Kohl's,1185732,2/8/2021,West,Alaska,Anchorage,Women's Athletic Footwear,43,56,2408,842.8,0.35,Online
Kohl's,1185732,2/8/2021,West,Alaska,Anchorage,Men's Apparel,46,46,2116,634.8,0.3,Online
Kohl's,1185732,6/8/2021,West,Alaska,Anchorage,Women's Apparel,42,123,5166,2789.64,0.54,Online
Kohl's,1185732,6/8/2021,West,Alaska,Anchorage,Men's Street Footwear,33,143,4719,1698.84,0.36,Online
Kohl's,1185732,6/8/2021,West,Alaska,Anchorage,Men's Athletic Footwear,42,98,4116,1317.12,0.32,Online
Kohl's,1185732,7/6/2021,West,Alaska,Anchorage,Women's Street Footwear,44,94,4136,1488.96,0.36,Online
Kohl's,1185732,7/6/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,41,56,2296,895.44,0.39,Online
Kohl's,1185732,7/6/2021,West,Hawaii,Honolulu,Men's Apparel,47,38,1786,535.8,0.3,Online
Kohl's,1185732,7/6/2021,West,Hawaii,Honolulu,Women's Apparel,44,102,4488,2468.4,0.55,Online
Kohl's,1185732,7/6/2021,West,Hawaii,Honolulu,Men's Street Footwear,44,135,5940,2376,0.4,Online
Kohl's,1185732,7/6/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,54,91,4914,1523.34,0.31,Online
Kohl's,1185732,8/7/2021,West,Hawaii,Honolulu,Women's Street Footwear,57,101,5757,2245.23,0.39,Online
Kohl's,1185732,8/7/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,52,69,3588,1291.68,0.36,Online
Kohl's,1185732,8/7/2021,West,Hawaii,Honolulu,Men's Street Footwear,38,115,4370,1879.1,0.43,Online
Kohl's,1185732,8/7/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,48,123,5904,2066.4,0.35,Online
Sports Direct,1185732,12/6/2021,West,Hawaii,Honolulu,Women's Street Footwear,45,123,5535,2269.35,0.41,Online
Sports Direct,1185732,12/6/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,47,77,3619,1628.55,0.45,Online
Sports Direct,1185732,1/7/2021,West,Hawaii,Honolulu,Men's Apparel,54,68,3672,1101.6,0.3,Online
Sports Direct,1185732,1/7/2021,West,Hawaii,Honolulu,Women's Apparel,49,124,6076,3584.84,0.59,Online
Sports Direct,1185732,1/7/2021,West,Hawaii,Honolulu,Men's Street Footwear,36,137,4932,2071.44,0.42,Online
Sports Direct,1185732,1/7/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,49,111,5439,1903.65,0.35,Online
Sports Direct,1185732,1/7/2021,West,Hawaii,Honolulu,Women's Street Footwear,49,111,5439,2175.6,0.4,Online
Sports Direct,1185732,1/7/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,66,98,6468,2263.8,0.35,Online
Sports Direct,1185732,2/5/2021,Southeast,Florida,Orlando,Women's Street Footwear,66,120,7920,3247.2,0.41,Online
Sports Direct,1185732,2/5/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,52,84,4368,1965.6,0.45,Online
Sports Direct,1185732,2/5/2021,Southeast,Florida,Orlando,Men's Apparel,59,58,3422,1197.7,0.35,Online
Sports Direct,1185732,2/5/2021,Southeast,Florida,Orlando,Men's Apparel,89,195,17355,5553.6,0.32,Online
Sports Direct,1185732,2/5/2021,Southeast,Florida,Orlando,Women's Apparel,101,163,16463,9383.91,0.57,Online
Sports Direct,1185732,2/5/2021,Southeast,Florida,Orlando,Men's Street Footwear,87,213,18531,7597.71,0.41,Online
Sports Direct,1185732,3/3/2021,Southeast,Florida,Orlando,Women's Apparel,44,176,7744,5033.6,0.65,Online
Sports Direct,1185732,3/3/2021,Southeast,Florida,Orlando,Men's Street Footwear,44,234,10296,5662.8,0.55,Online
Sports Direct,1185732,3/3/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,42,138,5796,2840.04,0.49,Online
Sports Direct,1185732,3/3/2021,Southeast,Florida,Orlando,Women's Street Footwear,33,174,5742,2124.54,0.37,Online
Sports Direct,1185732,3/3/2021,Northeast,New York,Albany,Men's Street Footwear,42,248,10416,5832.96,0.56,Online
Sports Direct,1185732,3/3/2021,Northeast,New York,Albany,Men's Athletic Footwear,43,147,6321,2844.45,0.45,Online
Sports Direct,1185732,4/4/2021,Northeast,New York,Albany,Women's Street Footwear,34,152,5168,1860.48,0.36,Online
Sports Direct,1185732,4/4/2021,Northeast,New York,Albany,Women's Athletic Footwear,37,135,4995,2047.95,0.41,Online
Sports Direct,1185732,4/4/2021,Northeast,New York,Albany,Men's Apparel,50,124,6200,2914,0.47,Online
Sports Direct,1185732,4/4/2021,Northeast,New York,Albany,Women's Apparel,41,156,6396,4157.4,0.65,Online
Sports Direct,1185732,4/4/2021,Northeast,New York,Albany,Men's Street Footwear,50,261,13050,7830,0.6,Online
Sports Direct,1185732,4/4/2021,Northeast,New York,Albany,Men's Apparel,62,168,10416,4791.36,0.46,Online
Foot Locker,1185732,1/10/2021,West,Wyoming,Cheyenne,Women's Apparel,38,174,6612,2578.68,0.39,Online
Foot Locker,1185732,1/10/2021,West,Wyoming,Cheyenne,Men's Street Footwear,38,246,9348,5608.8,0.6,Online
Foot Locker,1185732,1/10/2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,37,131,4847,2132.68,0.44,Online
Foot Locker,1185732,2/8/2021,West,Wyoming,Cheyenne,Women's Street Footwear,27,149,4023,1810.35,0.45,Online
Foot Locker,1185732,2/8/2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,33,112,3696,1737.12,0.47,Online
Foot Locker,1185732,2/8/2021,West,Wyoming,Cheyenne,Men's Apparel,47,126,5922,2664.9,0.45,Online
Foot Locker,1185732,2/8/2021,West,Wyoming,Cheyenne,Women's Apparel,37,165,6105,2258.85,0.37,Online
Foot Locker,1185732,2/8/2021,West,Wyoming,Cheyenne,Men's Apparel,54,128,6912,3041.28,0.44,Online
Foot Locker,1185732,6/8/2021,West,Wyoming,Cheyenne,Women's Apparel,55,150,8250,3052.5,0.37,Online
Foot Locker,1185732,6/8/2021,West,Wyoming,Cheyenne,Men's Street Footwear,53,218,11554,7047.94,0.61,Online
Foot Locker,1185732,7/6/2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,42,167,7014,3016.02,0.43,Online
Foot Locker,1185732,7/6/2021,West,Wyoming,Cheyenne,Women's Street Footwear,42,146,6132,3066,0.5,Online
Foot Locker,1185732,7/6/2021,West,Wyoming,Cheyenne,Women's Street Footwear,39,91,3549,1597.05,0.45,Online
Foot Locker,1185732,10/8/2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,38,54,2052,964.44,0.47,Online
Foot Locker,1185732,10/8/2021,West,Wyoming,Cheyenne,Men's Apparel,42,45,1890,963.9,0.51,Online
Foot Locker,1185732,10/8/2021,West,Wyoming,Cheyenne,Women's Apparel,38,116,4408,1983.6,0.45,Online
Sports Direct,1185732,10/8/2021,West,Wyoming,Cheyenne,Men's Street Footwear,27,113,3051,1403.46,0.46,Online
Sports Direct,1185732,11/7/2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,36,105,3780,1701,0.45,Online
Sports Direct,1185732,11/7/2021,West,Wyoming,Cheyenne,Women's Street Footwear,39,88,3432,1544.4,0.45,Online
Sports Direct,1185732,11/7/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,38,58,2204,1102,0.5,Online
Sports Direct,1185732,2/15/2021,Southeast,Virginia,Richmond,Men's Apparel,42,38,1596,877.8,0.55,Online
Sports Direct,1185732,2/15/2021,Southeast,Virginia,Richmond,Women's Apparel,38,81,3078,1323.54,0.43,Online
Sports Direct,1185732,2/15/2021,Southeast,Virginia,Richmond,Men's Street Footwear,38,143,5434,2553.98,0.47,Online
Sports Direct,1185732,2/15/2021,Southeast,Virginia,Richmond,Women's Street Footwear,57,85,4845,2374.05,0.49,Online
Sports Direct,1185732,2/15/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,42,56,2352,1105.44,0.47,Online
Sports Direct,1185732,2/15/2021,Southeast,Virginia,Richmond,Men's Apparel,49,35,1715,874.65,0.51,Online
Sports Direct,1185732,7/13/2021,Southeast,Virginia,Richmond,Women's Street Footwear,47,65,3055,1435.85,0.47,Online
Sports Direct,1185732,7/13/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,45,54,2430,1190.7,0.49,Online
Sports Direct,1185732,7/13/2021,Southeast,Virginia,Richmond,Men's Apparel,58,56,3248,1624,0.5,Online
Sports Direct,1185732,7/13/2021,Southeast,Virginia,Richmond,Women's Apparel,42,70,2940,1264.2,0.43,Online
Sports Direct,1185732,7/13/2021,Southeast,Virginia,Richmond,Men's Street Footwear,38,102,3876,1744.2,0.45,Online
Sports Direct,1185732,8/14/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,51,142,7242,3548.58,0.49,Online
Sports Direct,1185732,8/14/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,28,109,3052,1495.48,0.49,Online
Sports Direct,1185732,8/14/2021,Midwest,Michigan,Detroit,Men's Apparel,41,126,5166,2841.3,0.55,Online
Sports Direct,1185732,8/14/2021,Midwest,Michigan,Detroit,Women's Apparel,33,138,4554,3051.18,0.67,Online
Sports Direct,1185732,8/14/2021,Midwest,Michigan,Detroit,Men's Street Footwear,34,216,7344,4479.84,0.61,Online
Sports Direct,1185732,8/14/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,32,126,4032,2177.28,0.54,Online
Sports Direct,1185732,9/13/2021,Midwest,Michigan,Detroit,Women's Street Footwear,25,124,3100,1240,0.4,Online
Sports Direct,1185732,9/13/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,29,91,2639,1266.72,0.48,Online
Sports Direct,1185732,9/13/2021,Midwest,Michigan,Detroit,Men's Apparel,43,94,4042,2101.84,0.52,Online
Sports Direct,1185732,9/13/2021,Midwest,Michigan,Detroit,Women's Street Footwear,46,173,7958,3581.1,0.45,Online
Sports Direct,1185732,9/13/2021,Midwest,Michigan,Detroit,Men's Street Footwear,29,182,5278,2797.34,0.53,Online
Sports Direct,1185732,9/13/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,28,94,2632,1289.68,0.49,Online
Sports Direct,1185732,10/15/2021,Midwest,Michigan,Detroit,Women's Street Footwear,19,113,2147,966.15,0.45,Online
Sports Direct,1185732,10/15/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,39,180,7020,3580.2,0.51,Online
Sports Direct,1185732,10/15/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,34,88,2992,1406.24,0.47,Online
Sports Direct,1185732,10/15/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,29,87,2523,1160.58,0.46,Online
Sports Direct,1185732,10/15/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,29,65,1885,1036.75,0.55,Online
Amazon,1185732,10/15/2021,Midwest,Missouri,St. Louis,Men's Apparel,44,70,3080,1478.4,0.48,Online
Amazon,1185732,11/14/2021,Midwest,Missouri,St. Louis,Women's Apparel,45,105,4725,2835,0.6,Online
Amazon,1185732,11/14/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,32,168,5376,2903.04,0.54,Online
Amazon,1185732,11/14/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,27,91,2457,1130.22,0.46,Online
Amazon,1185732,11/14/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,23,113,2599,1273.51,0.49,Online
Amazon,1185732,11/14/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,23,91,2093,1046.5,0.5,Online
Amazon,1185732,11/14/2021,Midwest,Missouri,St. Louis,Men's Apparel,38,102,3876,1744.2,0.45,Online
Amazon,1185732,12/13/2021,Midwest,Missouri,St. Louis,Men's Apparel,33,98,3234,1519.98,0.47,Online
Amazon,1185732,12/13/2021,Midwest,Missouri,St. Louis,Women's Apparel,24,138,3312,2119.68,0.64,Online
Amazon,1185732,12/13/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,25,218,5450,2888.5,0.53,Online
Amazon,1185732,2/12/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,24,101,2424,1139.28,0.47,Online
Amazon,1185732,8/11/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,14,115,1610,724.5,0.45,Online
Amazon,1185732,9/10/2021,West,Utah,Salt Lake City,Women's Apparel,24,131,3144,1949.28,0.62,Online
Amazon,1185732,9/10/2021,West,Utah,Salt Lake City,Men's Street Footwear,29,168,4872,2533.44,0.52,Online
Amazon,1185732,9/10/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,28,102,2856,1428,0.5,Online
Amazon,1185732,9/10/2021,West,Utah,Salt Lake City,Women's Street Footwear,18,112,2016,1008,0.5,Online
Amazon,1185732,9/10/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,23,73,1679,889.87,0.53,Online
Amazon,1185732,9/10/2021,West,Utah,Salt Lake City,Men's Apparel,38,75,2850,1425,0.5,Online
Amazon,1185732,10/12/2021,West,Utah,Salt Lake City,Women's Apparel,29,100,2900,1856,0.64,Online
Amazon,1185732,10/12/2021,West,Utah,Salt Lake City,Men's Street Footwear,27,181,4887,2443.5,0.5,Online
Amazon,1185732,10/12/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,25,94,2350,1057.5,0.45,Online
Amazon,1185732,10/12/2021,West,Utah,Salt Lake City,Women's Street Footwear,14,98,1372,631.12,0.46,Online
Amazon,1185732,10/12/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,18,70,1260,667.8,0.53,Online
West Gear,1185732,10/12/2021,West,Utah,Salt Lake City,Men's Apparel,33,74,2442,1123.32,0.46,Online
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Women's Apparel,24,112,2688,1612.8,0.6,Online
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Men's Street Footwear,32,174,5568,2839.68,0.51,Online
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Women's Street Footwear,36,88,3168,1425.6,0.45,Online
Amazon,1185732,11/11/2021,West,Oregon,Portland,Women's Athletic Footwear,39,58,2262,1085.76,0.48,Online
Amazon,1185732,11/11/2021,West,Oregon,Portland,Men's Apparel,42,38,1596,829.92,0.52,Online
Amazon,1185732,11/11/2021,West,Oregon,Portland,Women's Apparel,37,85,3145,1258,0.4,Online
Amazon,1185732,1/21/2021,West,Oregon,Portland,Men's Street Footwear,38,128,4864,2383.36,0.49,Online
Amazon,1185732,2/19/2021,West,Oregon,Portland,Men's Athletic Footwear,45,85,3825,1836,0.48,Online
Amazon,1185732,2/19/2021,West,Oregon,Portland,Women's Street Footwear,54,88,4752,2138.4,0.45,Online
Amazon,1185732,2/19/2021,West,Oregon,Portland,Women's Athletic Footwear,49,65,3185,1528.8,0.48,Online
Amazon,1185732,2/19/2021,West,Oregon,Portland,Men's Apparel,54,26,1404,744.12,0.53,Online
Amazon,1185732,2/19/2021,West,Oregon,Portland,Women's Athletic Footwear,44,81,3564,1710.72,0.48,Online
Amazon,1185732,3/17/2021,West,Oregon,Portland,Men's Street Footwear,33,140,4620,2448.6,0.53,Online
Amazon,1185732,8/18/2021,West,Oregon,Portland,Men's Athletic Footwear,41,116,4756,2425.56,0.51,Online
Amazon,1185732,8/18/2021,West,Oregon,Portland,Women's Street Footwear,41,120,4920,2558.4,0.52,Online
Foot Locker,1185732,1/24/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,44,73,3212,1766.6,0.55,Online
Foot Locker,1185732,1/24/2021,South,Louisiana,New Orleans,Men's Apparel,48,51,2448,1468.8,0.6,Online
Foot Locker,1185732,1/24/2021,South,Louisiana,New Orleans,Women's Apparel,44,105,4620,2217.6,0.48,Online
Foot Locker,1185732,1/24/2021,South,Louisiana,New Orleans,Men's Street Footwear,44,147,6468,3298.68,0.51,Online
Foot Locker,1185732,2/22/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,51,101,5151,2833.05,0.55,Online
Foot Locker,1185732,2/22/2021,South,Louisiana,New Orleans,Women's Street Footwear,56,116,6496,3572.8,0.55,Online
Foot Locker,1185732,2/22/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,50,84,4200,2310,0.55,Online
Foot Locker,1185732,2/5/2020,South,Louisiana,New Orleans,Men's Apparel,56,39,2184,1310.4,0.6,Online
Foot Locker,1185732,2/6/2020,South,Louisiana,New Orleans,Women's Apparel,41,95,3895,1752.75,0.45,Online
Foot Locker,1185732,2/7/2020,South,Louisiana,New Orleans,Men's Street Footwear,48,142,6816,3544.32,0.52,Online
Foot Locker,1185732,2/8/2020,South,Louisiana,New Orleans,Men's Athletic Footwear,52,88,4576,2288,0.5,Online
Foot Locker,1185732,2/9/2020,South,Louisiana,New Orleans,Women's Street Footwear,52,105,5460,2784.6,0.51,Online
Walmart,1185732,4/22/2020,South,Louisiana,New Orleans,Women's Athletic Footwear,39,74,2886,1529.58,0.53,Online
Walmart,1185732,4/23/2020,South,Louisiana,New Orleans,Men's Apparel,43,53,2279,1299.03,0.57,Online
Walmart,1185732,4/24/2020,South,Louisiana,New Orleans,Men's Street Footwear,86,255,21930,11184.3,0.51,Online
Walmart,1185732,4/25/2020,South,Louisiana,New Orleans,Women's Street Footwear,28,119,3332,1332.8,0.4,Online
Walmart,1185732,4/26/2020,South,Louisiana,New Orleans,Women's Athletic Footwear,33,133,4389,2326.17,0.53,Online
Walmart,1185732,4/27/2020,South,Louisiana,New Orleans,Men's Apparel,36,85,3060,1132.2,0.37,Online
Walmart,1185732,4/28/2020,South,Louisiana,New Orleans,Women's Apparel,34,143,4862,2917.2,0.6,Online
Walmart,1185732,4/29/2020,South,Louisiana,New Orleans,Men's Street Footwear,23,163,3749,1499.6,0.4,Online
Walmart,1185732,4/30/2020,South,Louisiana,New Orleans,Men's Athletic Footwear,32,174,5568,2338.56,0.42,Online
Walmart,1185732,5/1/2020,South,Louisiana,New Orleans,Women's Street Footwear,34,128,4352,1784.32,0.41,Online
Sports Direct,1197831,7/23/2020,West,Idaho,Boise,Men's Street Footwear,18,203,3654,1827,0.5,Online
Sports Direct,1197831,7/24/2020,West,Idaho,Boise,Men's Apparel,53,131,6943,3332.64,0.48,Online
Sports Direct,1197831,7/25/2020,West,Idaho,Boise,Women's Apparel,64,208,13312,9185.28,0.69,Online
Sports Direct,1197831,7/26/2020,West,Idaho,Boise,Men's Street Footwear,46,210,9660,5313,0.55,Online
Sports Direct,1197831,7/27/2020,West,Idaho,Boise,Men's Athletic Footwear,53,195,10335,5477.55,0.53,Online
Sports Direct,1197831,7/28/2020,West,Idaho,Boise,Women's Street Footwear,46,250,11500,6095,0.53,Online
Sports Direct,1197831,7/29/2020,West,Idaho,Boise,Women's Athletic Footwear,59,142,8378,5445.7,0.65,Online
Sports Direct,1197831,7/30/2020,West,Idaho,Boise,Men's Apparel,50,133,6650,3258.5,0.49,Online
